fecha_inicio,fecha_fin,theta1_m1,se_theta1_m1_hac,p_theta1_m1_hac,rmse_m1,sse_m1,theta2_m2,se_theta2_m2_hac,p_theta2_m2_hac,rmse_m2,sse_m2,theta1_m3_ols,se_theta1_m3_hac,p_theta1_m3_hac,theta2_m3_ols,se_theta2_m3_hac,p_theta2_m3_hac,anclaje_m3_ols,se_anclaje_m3_hac,anclaje_m3_ols_ic_inf,anclaje_m3_ols_ic_sup,rmse_m3_ols,sse_m3_ols,theta1_restringido,theta2_restringido,anclaje_restringido,theta1_frontera,theta2_frontera,anclaje_frontera,rmse_m3_restringido,sse_m3_restringido,correlacion_x1_x2,vif_aproximado,numero_condicion_X,mejora_rmse_al_agregar_inflacion,mejora_rmse_al_agregar_exp12,penalizacion_sse,penalizacion_sse_pct,n,n_boot_validas,theta1_se_boot,theta1_ic_inf_boot,theta1_ic_sup_boot,theta2_se_boot,theta2_ic_inf_boot,theta2_ic_sup_boot,anclaje_se_boot,anclaje_ic_inf_boot,anclaje_ic_sup_boot,anclaje_sesgo_boot,freq_theta1_frontera_boot,freq_theta2_frontera_boot,freq_anclaje_frontera_boot
2010-02-01,2013-01-01,0.1522717884348578,0.17559487531850196,0.3917518198115252,0.9010927167932479,29.23085103328211,0.7591579964812442,0.09099003887371504,7.729151628776535e-10,0.516922275690641,9.619511007786874,-0.1974327995726259,0.09270051091632582,0.04050952224892976,0.9036675767485193,0.06347444762530395,6.901597310928983e-16,0.29376522282410666,0.09753646505181165,0.10259375132255583,0.4849366943256575,0.4616764163127904,7.673224081659154,0,0.7591579964802139,0.24084200351978613,TRUE,FALSE,FALSE,0.516922275690641,9.61951100778687,0.8537370392804435,3.6882258894467688,1.8727027749748528,0.05524585937785059,0.4394163004804575,1.9462869261277165,25.364656439264024,36,1000,0.03919350667765624,0,0.12877924869610063,0.08826220803670523,0.5765415373751713,0.922871527056184,0.08374872981523218,0.062086530880630944,0.37757906796033763,-0.008635276722932295,0.495,0,0.005
2010-03-01,2013-02-01,0.13777876313610488,0.2203461878466358,0.5358411709459511,0.906379507461822,29.57485721568246,0.7870126468062811,0.08179490863581683,2.302383003487496e-11,0.5103284629368336,9.375665043004966,-0.1958968613987257,0.10851228602134719,0.07989030051929129,0.9065124612964667,0.06343950279117853,6.194424723921151e-16,0.2893844001022591,0.11662002703916724,0.06080914710549129,0.5179596530990269,0.46191856814072474,7.681275489354385,0,0.7870126468051359,0.21298735319486406,TRUE,FALSE,FALSE,0.5103284629368335,9.375665043004965,0.8206850030039194,3.0630111081274922,1.7535491734248758,0.04840989479610891,0.4444609393210973,1.6943895536505797,22.058700485340804,36,1000,0.03991426245916167,0,0.13304292220432587,0.08848421652518414,0.5899237386181895,0.944110999897652,0.08603883873230654,0.0073039435396387315,0.36723391572897496,-0.005638747741047639,0.507,0,0.02
2010-04-01,2013-03-01,0.22004924911572382,0.20723624654391712,0.2955859192867255,0.8668689171546485,27.052621903039434,0.8548785699130699,0.06706127630499563,1.0357655587380327e-14,0.37445689557117406,5.047846799068841,-0.114226802455321,0.05903441030884321,0.061354882013433136,0.9178094991086219,0.07214160419790248,1.7541210646964033e-14,0.19641730334669916,0.06581193682701607,0.06742590716574767,0.3254086995276506,0.354334379079531,4.519902679116364,0,0.8548785699117928,0.14512143008820722,TRUE,FALSE,FALSE,0.37445689557117406,5.04784679906884,0.7914066768675657,2.676118919868444,1.7151846713693866,0.02012251649164304,0.5125345380751175,0.5279441199524761,11.680431138302486,36,1000,0.03645020074359394,0,0.12528949646207602,0.07266313741879349,0.6958022624444735,0.9783193056010486,0.07019951923732595,0.006780278275086346,0.28142699087263134,-0.009738438031942465,0.5,0,0.015
2010-05-01,2013-04-01,0.24847015273941694,0.202088391009266,0.22708134297194918,0.8604090215140614,26.65093263490024,0.8568169056765212,0.06778354926898511,1.3224244446804155e-14,0.37274242957168136,5.001729076907992,-0.10318912181979358,0.05737612533740113,0.08098655923477958,0.9152300831042826,0.07395841799332388,3.821739579102302e-14,0.187959038715511,0.0653387942256081,0.059895002033319156,0.31602307539770286,0.3570147725429925,4.588543721301288,0,0.8568169056752485,0.14318309432475151,TRUE,FALSE,FALSE,0.37274242957168136,5.001729076907993,0.7828155114333,2.5826454614597605,1.7687753269915505,0.015727657028688835,0.5033942489710689,0.41318535560670533,9.004716544131089,36,1000,0.035917055903766426,0,0.12202587541649518,0.07046710902476742,0.6965132298164617,0.9634731944042464,0.06805868345049074,0.011692247977297126,0.2745010480999672,-0.009275564241027545,0.471,0,0.016
2010-06-01,2013-05-01,0.27692157230706466,0.1988393021588864,0.17249805386272948,0.8535396463276278,26.22707740271132,0.8585568605550805,0.06705369163304478,9.115713207757723e-15,0.3562449281195804,4.5687761571933,-0.08556828564696431,0.05461870424358524,0.1264580850587953,0.9063790497272697,0.07364251604753103,4.4493864241013226e-14,0.1791892359196947,0.06326544614480846,0.05518896147587013,0.30318951036351927,0.3454314700336985,4.295624417627109,0,0.858556860553832,0.14144313944616804,TRUE,FALSE,FALSE,0.3562449281195804,4.568776157193301,0.7741578138318428,2.4957592104226625,1.8015926663409887,0.01081345808588191,0.5081081762939292,0.27315173956619176,6.3588366442213315,36,1000,0.03880145779050917,0,0.12917297686919502,0.07001117284417893,0.7030910509406176,0.9696724260961755,0.06616964042857032,0.016789388294056483,0.2695484210960897,-0.010984073852590537,0.51,0,0.01
2010-07-01,2013-06-01,0.31160344875111373,0.19844501209957627,0.12536026779273096,0.8614670782941221,26.716518971446003,0.8693630575081064,0.07074997881325663,2.981905521401508e-14,0.36913446398313,4.905369090004058,-0.08810626025020782,0.057748251364560195,0.13633513333467295,0.919918853603127,0.07956141987983749,2.499080096538768e-13,0.16818740664708087,0.06537774876494055,0.040047019067797396,0.29632779422636435,0.3589301750733284,4.637911340814127,0,0.8693630575068559,0.13063694249314406,TRUE,FALSE,FALSE,0.36913446398313,4.905369090004057,0.7679796924586497,2.4377924609142614,1.8916383199020705,0.010204288909801573,0.5025369032207936,0.2674577491899299,5.766771495528008,36,1000,0.04071541858117477,0,0.13655679310896646,0.07225924525409251,0.7070632032366962,0.9829903509932457,0.06701882520608862,0,0.25652272879651705,-0.010609759367709845,0.523,0,0.03
2010-08-01,2013-07-01,0.3295030540631026,0.1961781298003714,0.10193949550954864,0.8637766840467707,26.85996575650205,0.872152644471317,0.07011214754692904,2.0986212467516716e-14,0.36637292472590377,4.8322483189996595,-0.08251662290202595,0.05668341411262418,0.15463537038019723,0.9197267043518533,0.07978426064356203,2.7126335698278965e-13,0.16278991855017266,0.06427585080671129,0.03680925096901855,0.2887705861313268,0.3575248834388129,4.601665522005723,0,0.8721526444700879,0.1278473555299121,TRUE,FALSE,FALSE,0.36637292472590377,4.8322483189996595,0.7642203927842922,2.4040357533695182,1.9256981001977103,0.00884804128709088,0.5062518006079577,0.2305827969939367,5.010855219512626,36,1000,0.040766224062582596,0,0.1369716553453674,0.06850826590164273,0.7107137586341177,0.9761949105435019,0.06495953175866338,0.004110079664820277,0.2584743044223256,-0.009632463965940322,0.499,0,0.022
2010-09-01,2013-08-01,0.35668637482688026,0.1907325109866941,0.06985444914277458,0.8580402921651422,26.50439314723834,0.8771489753906098,0.07017005047150407,1.8236236885178205e-14,0.3497173272619797,4.402879523541454,-0.06684416968519033,0.052339055966765774,0.2102067991926579,0.9158992029080408,0.08024854589012205,3.5582523738011656e-13,0.15094496677714941,0.06363023355092795,0.026229709017330627,0.2756602245369682,0.3437662114508382,4.254307492869445,0,0.8771489753893996,0.12285102461060038,TRUE,FALSE,FALSE,0.34971732726197974,4.402879523541455,0.7605160797199234,2.3718304763098512,1.9627727291016237,0.005951115811141494,0.514274080714304,0.1485720306720104,3.492272970889595,36,1000,0.03681112137963758,0,0.1245775032658587,0.06639942919261996,0.7150183245946463,0.9805382747717588,0.06294354775958608,0.0013209885679777032,0.250963301222484,-0.007731884150126572,0.505,0,0.024
2010-10-01,2013-09-01,0.3839252482848054,0.18640965851768507,0.04693765505158867,0.8506045450495627,26.047011314123054,0.8773990042944549,0.0689110108169204,1.0726006366421752e-14,0.34523682946137274,4.290784862995475,-0.05691235146261517,0.052254628117947136,0.2837540606673892,0.9108924838153453,0.08011118120445374,3.9413393446411453e-13,0.14601986764726982,0.06331357739316731,0.02192525595666188,0.27011447933787774,0.3410366152668055,4.187015026295007,0,0.8773990042932642,0.12260099570673577,TRUE,FALSE,FALSE,0.3452368294613728,4.2907848629954755,0.7519579565634764,2.3011822724559976,2.0219476699005843,0.004200214194567231,0.5095679297827572,0.10376983670046869,2.4783726843295386,36,1000,0.04039553098585104,0,0.13009350377257992,0.06516453122683762,0.7277126254367499,0.9808440649633897,0.060082700725775394,0.003068155563267125,0.24092357810103027,-0.015138332467108773,0.527,0,0.02
2010-11-01,2013-10-01,0.4260957073201289,0.1839961126813271,0.02655124850005881,0.8249575416776387,24.499978040549266,0.8741391554676382,0.06780419556622284,7.469944322096782e-15,0.3447711832800248,4.279218077531104,-0.05590112506771361,0.0587786911476752,0.3482941481473327,0.9090618912733966,0.08503253917395323,2.0519511358478224e-12,0.14683923379431685,0.06221261695013625,0.02490250457204979,0.2687759630165839,0.3411061409247276,4.188722377556165,0,0.8741391554664492,0.12586084453355084,TRUE,FALSE,FALSE,0.3447711832800249,4.279218077531104,0.7722531518013757,2.477546801434824,2.1704867827534318,0.0036650423552972433,0.4838514007529111,0.09049569997493911,2.160460680321745,36,1000,0.03903274257892424,0,0.1338426299938461,0.06646195866727239,0.7221883995644621,0.9777552061270596,0.05940992309199173,0.014618412432023786,0.2520162468228997,-0.009095527446255774,0.522,0,0.012
